ACC,ACC_bal,MCC,F1,TPR,TNR,PPV,NPV,FPR,FNR,FDR,FOR,LRp,LRn,sl_omega,f_norm,edge_count,n,round,time
0.996381909547739,0.917380971454511,0.813831776124166,0.815384615384615,0.836842105263158,0.997919837645865,0.795,0.998426395939086,0.002080162354135,0.163157894736842,0.205,0.00157360406091367,402.296534017964,0.163497997115418,7.8982719744111,5.74770930854775,200,120,1,921.1693258
0.996683417085427,0.909714545114689,0.823734433005565,0.825396825396825,0.821052631578947,0.998376458650431,0.829787234042553,0.998275162337662,0.00162354134956877,0.178947368421053,0.170212765957447,0.00172483766233766,505.717105263151,0.179238369325081,8.46028070078171,6.04684338047768,188,120,2,917.9256164
0.996633165829146,0.894051910598414,0.816263590709447,0.817438692098093,0.789473684210526,0.998630136986301,0.847457627118644,0.997971910966891,0.00136986301369868,0.210526315789474,0.152542372881356,0.00202808903310858,576.315789473663,0.210815103602628,9.37957191326538,6.35242006234833,177,120,3,914.566132
0.996130653266332,0.86773612112473,0.784028058972967,0.784313725490196,0.736842105263158,0.998630136986301,0.838323353293413,0.997466173415091,0.00136986301369868,0.263157894736842,0.161676646706587,0.00253382658490853,537.894736842086,0.263518879503285,8.97910641209603,6.34614627755284,167,120,4,916.6323607
0.995778894472362,0.877983390744746,0.772246057391542,0.774193548387097,0.757894736842105,0.998072044647387,0.791208791208791,0.997667106197383,0.00192795535261292,0.242105263157895,0.208791208791209,0.00233289380261692,393.10803324099,0.24257293294236,9.11178247284559,6.30795926216602,182,120,5,919.2737678
0.995678391959799,0.893569921760261,0.775116128353037,0.77720207253886,0.789473684210526,0.997666159309995,0.76530612244898,0.997969955339017,0.00233384069000508,0.210526315789474,0.23469387755102,0.00203004466098256,338.272311212813,0.21101880005139,9.21683362898136,6.31042986468469,196,120,6,911.0654381
0.995778894472362,0.864952335175839,0.766797171225583,0.767955801104972,0.731578947368421,0.998325722983257,0.808139534883721,0.997414841849148,0.00167427701674272,0.268421052631579,0.191860465116279,0.00258515815085159,436.952153110061,0.268871217531556,9.57502684852469,6.36975641984208,172,120,7,909.2909406
0.99608040201005,0.891166653315175,0.790620524536652,0.792553191489362,0.784210526315789,0.998122780314561,0.801075268817204,0.997920259713909,0.00187721968543886,0.215789473684211,0.198924731182796,0.00207974028609115,417.751066856331,0.216195319794428,9.42682470739484,6.32858766072992,186,120,8,912.5479263
0.996331658291457,0.878262436914203,0.797063152952962,0.797783933518005,0.757894736842105,0.998630136986301,0.842105263157895,0.99766840691368,0.00136986301369868,0.242105263157895,0.157894736842105,0.00233159308631958,553.263157894717,0.242437369143022,9.11396455267328,6.35242524081097,171,120,9,924.3901329
0.99643216080402,0.886131805922722,0.804374240544851,0.805479452054795,0.773684210526316,0.998579401319127,0.84,0.997820025348542,0.00142059868087263,0.226315789473684,0.16,0.00217997465145758,544.61842105264,0.226637750763455,8.12608346530101,6.11360832660134,175,120,10,916.0793404
0.997035175879397,0.915104542177361,0.841246632842798,0.842666666666667,0.831578947368421,0.998630136986301,0.854054054054054,0.998376870403246,0.00136986301369868,0.168421052631579,0.145945945945946,0.0016231295967537,607.052631578925,0.168652082882102,8.19635667051489,5.90655464057965,185,120,11,917.2428131
0.99572864321608,0.846683489545782,0.757356106025229,0.756446991404011,0.694736842105263,0.998630136986301,0.830188679245283,0.997061952282053,0.00136986301369868,0.305263157894737,0.169811320754717,0.00293804771794737,507.157894736824,0.305681900223811,9.73348685765964,6.46619694451314,159,120,12,908.0971145
0.995829145728643,0.883221180805896,0.776632137764603,0.778666666666667,0.768421052631579,0.998021308980213,0.789189189189189,0.997768196804464,0.00197869101978687,0.231578947368421,0.210810810810811,0.0022318031955364,388.348178137659,0.23203807903165,9.2457725312606,6.50540764913926,185,120,13,916.0361691
0.995577889447236,0.870063286069054,0.760214941936294,0.762162162162162,0.742105263157895,0.998021308980213,0.783333333333333,0.997515212981744,0.00197869101978687,0.257894736842105,0.216666666666667,0.00248478701825561,375.048582995959,0.258406042557973,9.8136105116314,6.49530700332134,180,120,14,917.765505
0.996231155778894,0.896455179043499,0.799184476769488,0.80106100795756,0.794736842105263,0.998173515981735,0.807486631016043,0.998021610105007,0.0018264840182648,0.205263157894737,0.192513368983957,0.0019783898949931,435.118421052642,0.205638753792074,9.03054406725266,6.14013707031558,187,120,15,915.6382029
0.996482412060302,0.901794440438997,0.812101258027831,0.813829787234043,0.805263157894737,0.998325722983257,0.82258064516129,0.998123161205235,0.00167427701674272,0.194736842105263,0.17741935483871,0.00187683879476519,480.961722488053,0.195063432326815,8.51283483692245,5.99157307000809,186,120,16,921.9141834
0.996482412060302,0.909613073780341,0.814989525077568,0.816753926701571,0.821052631578947,0.998173515981735,0.8125,0.998274812258981,0.0018264840182648,0.178947368421053,0.1875,0.00172518774101893,449.526315789485,0.179274810998218,8.47528980729214,6.04219087735618,192,120,17,977.5244125
0.99608040201005,0.875529386632487,0.784512553924336,0.785714285714286,0.752631578947368,0.998427194317605,0.82183908045977,0.997617357801886,0.00157280568239471,0.247368421052632,0.17816091954023,0.00238264219811413,478.528013582348,0.2477580963945,9.1699326755276,6.3027161104817,174,120,18,971.9134438
0.996281407035176,0.888661913535742,0.798421797444367,0.8,0.778947368421053,0.998376458650431,0.822222222222222,0.997870182555781,0.00162354134956877,0.221052631578947,0.177777777777778,0.00212981744421903,479.782894736836,0.221412103283924,9.0587131826091,6.27867071302117,180,120,19,972.5947767
