ACC,ACC_bal,MCC,F1,TPR,TNR,PPV,NPV,FPR,FNR,FDR,FOR,LRp,LRn,sl_omega,f_norm,f_norm_rel,edge_count,n,round,time
0.981616161616162,0.629457843743558,0.386190413705088,0.363636363636364,0.262626262626263,0.996289424860853,0.590909090909091,0.985120260905014,0.00371057513914652,0.737373737373737,0.409090909090909,0.0148797390949857,70.7777777777787,0.740120008276433,5.23051030567069,3.58577047851911,0.292056195204198,44,120,1,112.0218128
0.982828282828283,0.649866007008864,0.437332970404455,0.413793103448276,0.303030303030303,0.996701710987425,0.652173913043478,0.985929853181077,0.00329828901257467,0.696969696969697,0.347826086956522,0.0140701468189234,91.8750000000015,0.699276111685626,4.78743385692734,3.5116774197181,0.285160032822625,46,120,2,112.4194608
0.984646464646465,0.650793650793651,0.490198572268353,0.441176470588235,0.303030303030303,0.998556998556999,0.810810810810811,0.985955627925911,0.00144300144300147,0.696969696969697,0.189189189189189,0.0140443720740892,209.999999999996,0.697976878612717,5.71166373363275,3.7771740828615,0.299810759033778,37,120,3,111.1755684
0.986666666666667,0.711193568336425,0.585605450987617,0.56,0.424242424242424,0.998144712430427,0.823529411764706,0.988364972443356,0.00185528756957332,0.575757575757576,0.176470588235294,0.0116350275566443,228.666666666663,0.576827757125155,5.16928226070684,3.58275925077828,0.284717800022867,51,120,4,110.8415602
0.982222222222222,0.605029890744176,0.372783675332799,0.323076923076923,0.212121212121212,0.997938569367141,0.67741935483871,0.984143118520024,0.00206143063285924,0.787878787878788,0.32258064516129,0.0158568814799757,102.899999999998,0.789506300351167,4.58343303582141,3.56373931195783,0.289998846915357,31,120,5,110.2177188
0.982828282828283,0.605339105339105,0.39328106333212,0.330708661417323,0.212121212121212,0.998556998556999,0.75,0.984152783421373,0.00144300144300147,0.787878787878788,0.25,0.0158472165786265,146.999999999997,0.789017341040462,5.09847448445242,3.66000860671483,0.296834731991361,28,120,6,111.0665792
0.984040404040404,0.675221603793032,0.490645521639645,0.469798657718121,0.353535353535354,0.996907854050711,0.7,0.986938775510204,0.00309214594928886,0.646464646464646,0.3,0.013061224489796,114.333333333331,0.648469809760132,5.30494616353735,3.59215243040268,0.290559583429975,50,120,7,110.6272711
0.984242424242424,0.645640074211503,0.473445374309763,0.426470588235294,0.292929292929293,0.998350855493713,0.783783783783784,0.985752086301649,0.00164914450628739,0.707070707070707,0.216216216216216,0.0142479136983513,177.624999999997,0.708238695023746,5.89033228619984,3.72655115745851,0.300263423799107,37,120,8,111.4811589
0.982626262626263,0.585446299732014,0.368101370241086,0.283333333333333,0.171717171717172,0.999175427746856,0.80952380952381,0.983363765469669,0.000824572253143696,0.828282828282828,0.19047619047619,0.0166362345303307,208.249999999996,0.828966370951104,5.33265055949839,3.88644539200426,0.315888633006046,21,120,9,110.522952
0.984646464646465,0.655741084312513,0.493229624861352,0.449275362318841,0.313131313131313,0.998350855493713,0.794871794871795,0.986153532885359,0.00164914450628739,0.686868686868687,0.205128205128205,0.0138464671146405,189.874999999997,0.688003303737353,5.1426658024502,3.46895405216749,0.281717496341821,39,120,10,111.755046
0.983434343434343,0.605648319934034,0.417304149929185,0.338709677419355,0.212121212121212,0.999175427746856,0.84,0.984162436548223,0.000824572253143696,0.787878787878788,0.16,0.0158375634517767,257.249999999996,0.788528987002269,4.90868967387262,3.55264215404756,0.288662686860864,25,120,11,110.7092202
0.982424242424242,0.585343228200371,0.359240760232934,0.28099173553719,0.171717171717172,0.99896928468357,0.772727272727273,0.98336038961039,0.00103071531642962,0.828282828282828,0.227272727272727,0.0166396103896104,166.599999999997,0.829137432934379,5.14961872985381,3.75183156607703,0.304302893286203,22,120,12,110.8096555
0.986868686868687,0.745928674500103,0.609544870649098,0.601226993865031,0.494949494949495,0.996907854050711,0.765625,0.989766680311093,0.00309214594928886,0.505050505050505,0.234375,0.0102333196889071,160.066666666664,0.506617038875103,5.0778149646295,3.52623031563587,0.273903814244145,64,120,13,111.0616356
0.984444444444444,0.625953411667697,0.470244089424511,0.393700787401575,0.252525252525253,0.999381570810142,0.892857142857143,0.984965461194636,0.000618429189857772,0.747474747474747,0.107142857142857,0.0150345388053637,408.333333333326,0.747937293729373,4.17301107746877,3.36575044528005,0.272978613746541,28,120,14,110.8652621
