ACC,ACC_bal,MCC,F1,TPR,TNR,PPV,NPV,FPR,FNR,FDR,FOR,LRp,LRn,sl_omega,f_norm,f_norm_rel,edge_count,n,round,time
0.939393939393939,0.958783673911865,0.466735887793326,0.382716049382716,0.978947368421053,0.938619979402678,0.237851662404092,0.999561307304233,0.0613800205973224,0.0210526315789473,0.762148337595908,0.000438692695766574,15.9489579653832,0.0224293452525322,4.72568685799929,4.22058523289499,0.269916574291508,391,120,1,17.7366186
0.937575757575758,0.957856794406201,0.460978196806827,0.375757575757576,0.978947368421053,0.936766220391349,0.2325,0.99956043956044,0.0632337796086508,0.0210526315789473,0.7675,0.000439560439560394,15.4813989370821,0.0224737305003934,4.3576363045016,4.46876798643815,0.285788458150765,400,120,2,18.8029357
0.942222222222222,0.949905143910239,0.467694757615876,0.388888888888889,0.957894736842105,0.941915550978373,0.243967828418231,0.999126065108149,0.0580844490216272,0.0421052631578948,0.756032171581769,0.000873934891850503,16.4914147069802,0.0447017390403628,4.85050345892066,4.606527150153,0.294598487920421,373,120,3,16.5795195
0.940808080808081,0.944024066345059,0.458768841951381,0.380549682875264,0.947368421052632,0.940679711637487,0.238095238095238,0.998906386701662,0.0593202883625129,0.0526315789473685,0.761904761904762,0.00109361329833768,15.9703947368421,0.0559505837069135,4.51879660567378,4.35698695518415,0.278639792417943,378,120,4,13.6997133
0.932929292929293,0.965808444902163,0.455267388121689,0.363984674329502,1,0.931616889804325,0.22248243559719,1,0.0683831101956746,0,0.77751756440281,0,14.6234939759036,0,3.75749024993225,4.11433277334429,0.263121474012891,427,120,5,16.8507626
0.934545454545455,0.951151823947097,0.447661471020002,0.362204724409449,0.968421052631579,0.933882595262616,0.222760290556901,0.999338770112409,0.0661174047373841,0.031578947368421,0.777239709443099,0.000661229887590875,14.6469913100508,0.0338146866946811,4.45578620091057,4.45569697534747,0.284952535561494,413,120,6,15.4517823
0.936161616161616,0.957135888124018,0.456628653422872,0.370517928286853,0.978947368421053,0.935324407826982,0.228501228501229,0.999559762271627,0.0646755921730175,0.0210526315789473,0.771498771498772,0.000440237728373316,15.1362722091854,0.0225083739959897,4.86484908470781,4.39684115535946,0.281188564350946,407,120,7,13.7308896
0.949090909090909,0.93276600357743,0.475391677425861,0.408450704225352,0.91578947368421,0.949742533470649,0.262839879154079,0.998268023381684,0.0502574665293511,0.0842105263157895,0.737160120845922,0.0017319766183157,18.2219585849871,0.0886666894953715,6.24042193654979,4.86203313777857,0.310938710208399,331,120,8,13.0339701
0.942222222222222,0.965385657759228,0.480257543221718,0.39662447257384,0.989473684210526,0.94129763130793,0.24802110817942,0.999781229490265,0.05870236869207,0.0105263157894737,0.751978891820581,0.000218770509735289,16.8557710064635,0.0111827709317057,4.2748548209139,3.99981220749403,0.255797608455265,379,120,9,14.3722647
0.947070707070707,0.957536993875007,0.489133453652191,0.412556053811659,0.968421052631579,0.946652935118435,0.262108262108262,0.999347684279191,0.0533470648815654,0.031578947368421,0.737891737891738,0.000652315720808927,18.153220890063,0.0333585268654665,4.70059410288425,4.18841640171893,0.267859300185934,351,120,10,16.0046683
