ACC,ACC_bal,MCC,F1,TPR,TNR,PPV,NPV,FPR,FNR,FDR,FOR,LRp,LRn,sl_omega,f_norm,f_norm_rel,edge_count,n,round,time,tau_time
0.968888888888889,0.875408163265306,0.398944913853319,0.336206896551724,0.78,0.970816326530612,0.214285714285714,0.997692953020134,0.0291836734693878,0.22,0.785714285714286,0.00230704697986572,26.7272727272727,0.226613411814169,2.43771472845904,6.72167123995031,0.144765494558538,182,120,1,62.9584807,206.7588608
0.985050505050505,0.923163265306122,0.574119071900465,0.5375,0.86,0.986326530612245,0.390909090909091,0.998553719008265,0.0136734693877552,0.14,0.609090909090909,0.00144628099173549,62.8955223880595,0.141940823505069,2.7690769288489,43.3647929113586,0.266525123611279,110,120,2,77.9365799,376.2200105
0.965050505050505,0.893265306122449,0.394733180216452,0.32156862745098,0.82,0.966530612244898,0.2,0.998103266596417,0.033469387755102,0.18,0.8,0.00189673340358276,24.5,0.186233108108108,2.49410150633517,10.3072045382903,0.185144990032701,205,120,3,80.8128877,271.9822514
0.98020202020202,0.841530612244898,0.447752694512623,0.416666666666667,0.7,0.983061224489796,0.296610169491525,0.996895695364238,0.0169387755102041,0.3,0.703389830508475,0.00310430463576161,41.3253012048193,0.30516919244343,2.88000743418282,4.25485473853214,0.159936509963473,118,120,4,46.3728792,149.2667813
0.98989898989899,0.826632653061224,0.569525063164988,0.568965517241379,0.66,0.993265306122449,0.5,0.996519246519247,0.00673469387755099,0.34,0.5,0.0034807534807535,98.0000000000004,0.342305321553318,2.74096813728741,3.53040433272182,0.218779521590851,66,120,5,34.7909514,112.0380786
0.98040404040404,0.940612244897959,0.537157180692527,0.481283422459893,0.9,0.981224489795918,0.328467153284672,0.998961146893829,0.0187755102040816,0.1,0.671532846715329,0.0010388531061708,47.9347826086956,0.101913477537438,3.56973346564433,37.0428811424722,0.421878017435275,137,120,6,59.3963904,284.9622598
0.97030303030303,0.895918367346939,0.424118741437703,0.358078602620087,0.82,0.971836734693878,0.229050279329609,0.998113603018235,0.0281632653061225,0.18,0.770949720670391,0.00188639698176485,29.1159420289855,0.185216295674087,2.4885142735158,8.94679308893358,0.227899405274015,179,120,7,56.6157394,180.7515833
0.977777777777778,0.889795918367347,0.470233720326389,0.421052631578947,0.8,0.979591836734694,0.285714285714286,0.997920997920998,0.0204081632653061,0.2,0.714285714285714,0.00207900207900202,39.2,0.204166666666667,2.59786753343575,9.27395310243389,0.164757983002295,140,120,8,57.2894619,186.5699817
0.949292929292929,0.954591836734694,0.382815857684195,0.276657060518732,0.96,0.949183673469388,0.161616161616162,0.999570169782936,0.0508163265306123,0.04,0.838383838383838,0.00042983021706422,18.8915662650602,0.0421414749516233,7.58476575972506,536.839020819685,0.722710268781998,297,120,9,217.9633104,998.0583204
0.982424242424242,0.892142857142857,0.516245189922419,0.479041916167665,0.8,0.984285714285714,0.341880341880342,0.99793089178564,0.0157142857142857,0.2,0.658119658119658,0.00206910821435957,50.909090909091,0.203193033381713,2.59657874584963,5.68532329168247,0.204108908419959,117,120,10,42.5118818,147.1440999
