ACC,ACC_bal,MCC,F1,TPR,TNR,PPV,NPV,FPR,FNR,FDR,FOR,LRp,LRn,sl_omega,f_norm,f_norm_rel,edge_count,n,round,time,tau_time
0.967070707070707,0.962572497154317,0.579625241415846,0.527536231884058,0.957894736842105,0.967250257466529,0.364,0.999148936170213,0.0327497425334706,0.0421052631578948,0.636,0.00085106382978728,29.2489241972857,0.0435308885501659,5.68781377129177,5.02710973000075,0.321495755217478,250,120,1,30.8191584,97.7667728
0.925050505050505,0.956631795761288,0.429896529499743,0.336314847942755,0.989473684210526,0.923789907312049,0.202586206896552,0.999777084262149,0.0762100926879505,0.0105263157894737,0.797413793103448,0.000222915737851048,12.9834992887625,0.0113947075045474,4.31583026208951,4.62299586659646,0.295651701936987,464,120,2,46.7158572,106.5199147
0.94989898989899,0.943498292590384,0.487181052825759,0.417840375586854,0.936842105263158,0.950154479917611,0.268882175226586,0.998701017536263,0.0498455200823893,0.0631578947368421,0.731117824773414,0.00129898246373672,18.794910830796,0.0664711855511312,4.80515336475794,4.89701840142693,0.313176101942856,331,120,3,40.8495929,111.9662037
0.931919191919192,0.944652826711475,0.435980705529135,0.350674373795761,0.957894736842105,0.931410916580845,0.214622641509434,0.999116217410517,0.0685890834191555,0.0421052631578948,0.785377358490566,0.000883782589482962,13.9657025446499,0.0452058939919458,4.48338255315041,4.53286703828728,0.289887746646494,424,120,4,37.99042,101.7471933
0.931515151515152,0.965087538619979,0.451231372945638,0.359168241965974,1,0.930175077239959,0.21889400921659,1,0.0698249227600412,0,0.78110599078341,0,14.3215339233038,0,3.80268446444623,4.40469022405075,0.281690531167305,434,120,5,39.4098452,103.2681696
0.937777777777778,0.952799609734945,0.45745500205198,0.373983739837398,0.968421052631579,0.937178166838311,0.231738035264484,0.999341093784318,0.062821833161689,0.031578947368421,0.768261964735516,0.000658906215681987,15.4153580672994,0.0336957779063042,4.44042438432203,4.75633537463706,0.30417908409895,397,120,6,37.2925861,123.8837941
0.928282828282828,0.953119410266139,0.434242635291182,0.343807763401109,0.978947368421053,0.927291452111226,0.208520179372197,0.99955595026643,0.0727085478887745,0.0210526315789473,0.791479820627803,0.000444049733570151,13.463992843298,0.0227033599102153,4.82044002913879,4.615704166038,0.295185380152947,446,120,7,46.8679969,109.6944411
0.949292929292929,0.927708818906174,0.471826933251966,0.40661938534279,0.905263157894737,0.950154479917611,0.26219512195122,0.998052790999567,0.0498455200823893,0.0947368421052631,0.73780487804878,0.00194720900043266,18.1613745106568,0.0997067783266968,6.30867195763653,5.1337910785961,0.32831828398179,328,120,8,37.3238779,95.1143504
0.96,0.964128137026397,0.544942471344292,0.481675392670157,0.968421052631579,0.959835221421215,0.320557491289199,0.999356637357924,0.0401647785787848,0.031578947368421,0.679442508710801,0.000643362642075873,24.1112010796221,0.0329003840072284,4.68396878917278,4.59278557977109,0.293719681452076,287,120,9,34.2190003,98.71867
0.95979797979798,0.95886497913166,0.5396460981831,0.477690288713911,0.957894736842105,0.959835221421215,0.318181818181818,0.999142367066895,0.0401647785787848,0.0421052631578948,0.681818181818182,0.000857632933104591,23.8491228070175,0.0438671786763045,5.37959066334012,4.91486691429222,0.314317557258401,286,120,10,40.6573265,100.7081553
0.973939393939394,0.940273185538512,0.604926626680294,0.571428571428572,0.905263157894737,0.975283213182286,0.41747572815534,0.998102866779089,0.0247167868177137,0.0947368421052631,0.58252427184466,0.00189713322091067,36.6254385964912,0.0971377758017006,6.28299094456459,5.63802503909856,0.360565258216429,206,120,11,29.5277275,94.74155
0.950505050505051,0.954127594991598,0.498159368102136,0.426229508196721,0.957894736842105,0.950360453141092,0.274096385542169,0.999133824166306,0.0496395468589084,0.0421052631578948,0.725903614457831,0.000866175833694194,19.2970080803669,0.0443045194260033,4.61583988967743,4.83076266435901,0.308938888241508,332,120,12,35.7053416,103.9670187
